INSERT INTO Staff VALUES ('S0001', 'Sowmya', 'Pujari', '1065', 'Polling Agent', '1000', 'B1C001');
INSERT INTO Staff VALUES ('S1189', 'Aryan', 'Jain', '1437', 'Polling Agent', '1000', 'B1C120');
INSERT INTO Staff VALUES ('S1190', 'Dona', 'Tipparti', '1458', 'Security Agent', '750', 'B2C120');
INSERT INTO Staff VALUES ('S1191', 'Nakul', 'Banerjee', '2599', 'Polling Agent', '1000', 'B3C120');
INSERT INTO Staff VALUES ('S1192', 'Hrithik', 'Dawangave', '2770', 'Security Agent', '750', 'B4C120');
INSERT INTO Staff VALUES ('S1193', 'Pramitha', 'Kumar', '2937', 'Polling Agent', '1000', 'B5C120');
INSERT INTO Staff VALUES ('S1194', 'Abitha', 'Saha', '3058', 'Security Agent', '750', 'B1C120');
INSERT INTO Staff VALUES ('S1195', 'Darsh', 'Kumari', '3192', 'Polling Agent', '1000', 'B2C120');
INSERT INTO Staff VALUES ('S1196', 'Chakradev', 'Mathew', '3319', 'Security Agent', '750', 'B3C120');
INSERT INTO Staff VALUES ('S1197', 'Bharathy', 'Shet', '3612', 'Polling Agent', '1000', 'B4C120');
INSERT INTO Staff VALUES ('S1198', 'Shivansh', 'Fernandes', '3728', 'Security Agent', '750', 'B5C120');
INSERT INTO Staff VALUES ('S1199', 'Neysa', 'Almeida', '1712', 'Polling Agent', '1000', 'B1C121');
INSERT INTO Staff VALUES ('S1200', 'Kavyashri', 'Bangera', '2729', 'Security Agent', '750', 'B2C121');
INSERT INTO Staff VALUES ('S1201', 'Rayaan', 'Uchil', '4753', 'Polling Agent', '1000', 'B3C121');
INSERT INTO Staff VALUES ('S1202', 'Pavati', 'Gupta', '5717', 'Security Agent', '750', 'B4C121');
INSERT INTO Staff VALUES ('S1203', 'Shubha', 'Mathew', '5909', 'Polling Agent', '1000', 'B5C121');
INSERT INTO Staff VALUES ('S1204', 'Sandhya', 'Taj', '6069', 'Security Agent', '750', 'B1C121');
INSERT INTO Staff VALUES ('S1205', 'Chandresh', 'Andrade', '6147', 'Polling Agent', '1000', 'B2C121');
INSERT INTO Staff VALUES ('S1206', 'Pramila', 'Vernekar', '6442', 'Security Agent', '750', 'B3C121');
INSERT INTO Staff VALUES ('S1207', 'Ajay', 'Vernekar', '7313', 'Polling Agent', '1000', 'B4C121');
INSERT INTO Staff VALUES ('S1208', 'Vidyalaxmi', 'Bansal', '7407', 'Security Agent', '750', 'B5C121');
INSERT INTO Staff VALUES ('S1209', 'Maanas', 'Namnaik', '1021', 'Polling Agent', '1000', 'B1C122');
INSERT INTO Staff VALUES ('S1210', 'Swathi', 'Shet', '1108', 'Security Agent', '750', 'B2C122');
INSERT INTO Staff VALUES ('S1211', 'Devansh', 'Shukla', '1657', 'Polling Agent', '1000', 'B3C122');
INSERT INTO Staff VALUES ('S1212', 'Naksh', 'Shayana', '1765', 'Security Agent', '750', 'B4C122');
INSERT INTO Staff VALUES ('S1213', 'Abhijith', 'Kumar', '1874', 'Polling Agent', '1000', 'B5C122');
INSERT INTO Staff VALUES ('S1214', 'Bhuv', 'Anchan', '1977', 'Security Agent', '750', 'B1C122');
INSERT INTO Staff VALUES ('S1215', 'Abhimanyu', 'Padmanabha', '2441', 'Polling Agent', '1000', 'B2C122');
INSERT INTO Staff VALUES ('S1216', 'Hitesh', 'Chatterjee', '2494', 'Security Agent', '750', 'B3C122');
INSERT INTO Staff VALUES ('S1217', 'Chandresh', 'Suvarna', '2635', 'Polling Agent', '1000', 'B4C122');
INSERT INTO Staff VALUES ('S1218', 'Kashvi', 'Kamath', '2642', 'Security Agent', '750', 'B5C122');
INSERT INTO Staff VALUES ('S1219', 'Tejaswi', 'Shah', '1164', 'Polling Agent', '1000', 'B1C123');
INSERT INTO Staff VALUES ('S1220', 'Varsha', 'Adiga', '1878', 'Security Agent', '750', 'B2C123');
INSERT INTO Staff VALUES ('S1221', 'Saanvi', 'Ramesh', '2042', 'Polling Agent', '1000', 'B3C123');
INSERT INTO Staff VALUES ('S1222', 'Raksha', 'Bhardwaj', '2166', 'Security Agent', '750', 'B4C123');
INSERT INTO Staff VALUES ('S1223', 'Aryan', 'Bal', '2215', 'Polling Agent', '1000', 'B5C123');
INSERT INTO Staff VALUES ('S1224', 'Nandita', 'Anand', '2438', 'Security Agent', '750', 'B1C123');
INSERT INTO Staff VALUES ('S1225', 'Pratyush', 'Das', '2548', 'Polling Agent', '1000', 'B2C123');
INSERT INTO Staff VALUES ('S1226', 'Hema', 'Rao', '2615', 'Security Agent', '750', 'B3C123');
INSERT INTO Staff VALUES ('S1227', 'Meghashree', 'Saniel', '2979', 'Polling Agent', '1000', 'B4C123');
INSERT INTO Staff VALUES ('S1228', 'Aloke', 'Shah', '3269', 'Security Agent', '750', 'B5C123');
INSERT INTO Staff VALUES ('S1229', 'Vidyalaxmi', 'Fernandes', '1268', 'Polling Agent', '1000', 'B1C124');
INSERT INTO Staff VALUES ('S1230', 'Arjun', 'Anand', '1443', 'Security Agent', '750', 'B2C124');
INSERT INTO Staff VALUES ('S1231', 'Chaithra', 'Shah', '3494', 'Polling Agent', '1000', 'B3C124');
INSERT INTO Staff VALUES ('S1232', 'Hiya', 'Nayak', '3510', 'Security Agent', '750', 'B4C124');
INSERT INTO Staff VALUES ('S1233', 'Meenakshi', 'Keshri', '3524', 'Polling Agent', '1000', 'B5C124');
INSERT INTO Staff VALUES ('S1234', 'Akash', 'Nagane', '3537', 'Security Agent', '750', 'B1C124');
INSERT INTO Staff VALUES ('S1235', 'Anujna', 'Dalvi', '3596', 'Polling Agent', '1000', 'B2C124');
INSERT INTO Staff VALUES ('S1236', 'Sonali', 'Ramesh', '3785', 'Security Agent', '750', 'B3C124');
INSERT INTO Staff VALUES ('S1237', 'Gagan', 'Kavser', '3792', 'Polling Agent', '1000', 'B4C124');
INSERT INTO Staff VALUES ('S1238', 'Gopal', 'Nagane', '4456', 'Security Agent', '750', 'B5C124');
INSERT INTO Staff VALUES ('S1239', 'Sneha', 'Chatterjee', '1051', 'Polling Agent', '1000', 'B1C125');
INSERT INTO Staff VALUES ('S1240', 'Kavyashri', 'Gugale', '1996', 'Security Agent', '750', 'B2C125');
INSERT INTO Staff VALUES ('S1241', 'Asha', 'Thampy', '2259', 'Polling Agent', '1000', 'B3C125');
INSERT INTO Staff VALUES ('S1242', 'Falan', 'Acharya', '2661', 'Security Agent', '750', 'B4C125');
INSERT INTO Staff VALUES ('S1243', 'Nagraj', 'Bhoja', '2700', 'Polling Agent', '1000', 'B5C125');
INSERT INTO Staff VALUES ('S1244', 'Rishaan', 'Dsouza', '2894', 'Security Agent', '750', 'B1C125');
INSERT INTO Staff VALUES ('S1245', 'Krishna', 'Bhoja', '2900', 'Polling Agent', '1000', 'B2C125');
INSERT INTO Staff VALUES ('S1246', 'Abhinav', 'Rai', '3008', 'Security Agent', '750', 'B3C125');
INSERT INTO Staff VALUES ('S1247', 'Amit', 'Fernandes', '3032', 'Polling Agent', '1000', 'B4C125');
INSERT INTO Staff VALUES ('S1248', 'Kabir', 'Bhat', '3421', 'Security Agent', '750', 'B5C125');
INSERT INTO Staff VALUES ('S1249', 'Tejaswi', 'Chatterjee', '1349', 'Polling Agent', '1000', 'B1C126');
INSERT INTO Staff VALUES ('S1250', 'Darpan', 'Manjunath', '1605', 'Security Agent', '750', 'B2C126');
INSERT INTO Staff VALUES ('S1251', 'Chanakya', 'Shayana', '3519', 'Polling Agent', '1000', 'B3C126');
INSERT INTO Staff VALUES ('S1252', 'Ajith', 'Bangera', '3721', 'Security Agent', '750', 'B4C126');
INSERT INTO Staff VALUES ('S1253', 'Warinder', 'Fernandes', '3848', 'Polling Agent', '1000', 'B5C126');
INSERT INTO Staff VALUES ('S1254', 'Raghav', 'Mugeraya', '3867', 'Security Agent', '750', 'B1C126');
INSERT INTO Staff VALUES ('S1255', 'Krisha', 'Chavare', '3995', 'Polling Agent', '1000', 'B2C126');
INSERT INTO Staff VALUES ('S1256', 'Nehrika', 'Chatterjee', '4406', 'Security Agent', '750', 'B3C126');
INSERT INTO Staff VALUES ('S1257', 'Varsha', 'Vernekar', '4417', 'Polling Agent', '1000', 'B4C126');
INSERT INTO Staff VALUES ('S1258', 'Veena', 'Nand', '4467', 'Security Agent', '750', 'B5C126');
INSERT INTO Staff VALUES ('S1259', 'Dona', 'Gatty', '1013', 'Polling Agent', '1000', 'B1C127');
INSERT INTO Staff VALUES ('S1260', 'Ananth', 'Ramesh', '1292', 'Security Agent', '750', 'B2C127');
INSERT INTO Staff VALUES ('S1261', 'Aloke', 'Shroff', '1434', 'Polling Agent', '1000', 'B3C127');
INSERT INTO Staff VALUES ('S1262', 'Shraddha', 'Almeida', '1444', 'Security Agent', '750', 'B4C127');
INSERT INTO Staff VALUES ('S1263', 'Sudha', 'Sullad', '1463', 'Polling Agent', '1000', 'B5C127');
INSERT INTO Staff VALUES ('S1264', 'Amoli', 'Hiremath', '1487', 'Security Agent', '750', 'B1C127');
INSERT INTO Staff VALUES ('S1265', 'Pratima', 'Nand', '1543', 'Polling Agent', '1000', 'B2C127');
INSERT INTO Staff VALUES ('S1266', 'Anmol', 'Acharya', '1545', 'Security Agent', '750', 'B3C127');
INSERT INTO Staff VALUES ('S1267', 'Aadi', 'Saniel', '1589', 'Polling Agent', '1000', 'B4C127');
INSERT INTO Staff VALUES ('S1268', 'Akshita', 'Saldanha', '1647', 'Security Agent', '750', 'B5C127');
INSERT INTO Staff VALUES ('S1269', 'Tanmay', 'Keshri', '1007', 'Polling Agent', '1000', 'B1C128');
INSERT INTO Staff VALUES ('S1270', 'Rachana', 'Shah', '1330', 'Security Agent', '750', 'B2C128');
INSERT INTO Staff VALUES ('S1271', 'Deepak', 'Chatterjee', '1343', 'Polling Agent', '1000', 'B3C128');
INSERT INTO Staff VALUES ('S1272', 'Aayush', 'Saniel', '1406', 'Security Agent', '750', 'B4C128');
INSERT INTO Staff VALUES ('S1273', 'Gayathri', 'Prajapati', '1408', 'Polling Agent', '1000', 'B5C128');
INSERT INTO Staff VALUES ('S1274', 'Dhanush', 'Shroff', '1420', 'Security Agent', '750', 'B1C128');
INSERT INTO Staff VALUES ('S1275', 'Praneetha', 'Manjunath', '1450', 'Polling Agent', '1000', 'B2C128');
INSERT INTO Staff VALUES ('S1276', 'Vaishnavi', 'Kavser', '1514', 'Security Agent', '750', 'B3C128');
INSERT INTO Staff VALUES ('S1277', 'Balhaar', 'Holla', '1565', 'Polling Agent', '1000', 'B4C128');
INSERT INTO Staff VALUES ('S1278', 'Niva', 'Saha', '1582', 'Security Agent', '750', 'B5C128');


